rank,doc_id,corpus_type,assigned_sdg,projection_score,title,text_preview,source_doc_or_year
23,https://openalex.org/W4392767330,research,7,-0.236375,Buckling Defect Optimization of Constrained Ring Rolling of Thin-Walled Conical Rings with Inner High Ribs Combining Response Surface Method with FEM,"Buckling Defect Optimization of Constrained Ring Rolling of Thin-Walled Conical Rings with Inner High Ribs Combining Response Surface Method with FEM. Buckling defect will appear on the outer surface of the deformed ring during constrained ring rolling (CRR) of aluminum alloy thin wall conical ring with inner high ribs (AATWCRIHR), if the geometrical dimension of the ribs doesn&amp;#039;t match th",2024
24,https://openalex.org/W4391971596,research,2,-0.236057,Thermal Characteristics of Spindle System Based on the Comprehensive Effect of Multiple Nonlinear Time-Varying Factors,"Thermal Characteristics of Spindle System Based on the Comprehensive Effect of Multiple Nonlinear Time-Varying Factors. The thermal characteristics of the spindle system for CNC machine tools are influenced by multiple factors which are nonlinear and time-varying. In this paper, a nonlinear time-varying thermal characteristics solving model for the spindle system was established based on the numer",2024
25,https://openalex.org/W4392127892,research,14,-0.235278,Effective Data-driven Method Based on Bayesian Approach for Performance Estimation of Wound-field Motors,"Effective Data-driven Method Based on Bayesian Approach for Performance Estimation of Wound-field Motors. This study proposes a novel data-driven method based on Bayesian approach. A d/q axis flux map and the non-linear torque characteristics of wound-field motors were estimated using a single layer neural network to reduce the number of finite element analysis and load tests. Moreover, to improve",2024
26,https://openalex.org/W4404552042,research,16,-0.234632,Identification of Nonlinearity in Bolted Beam using ResponseControlled Testing and ForceControlled Testing,"Identification of Nonlinearity in Bolted Beam using ResponseControlled Testing and ForceControlled Testing. Nonlinear phenomena such as super-and sub-harmonics and unstable branches in frequency response functions (FRFs) often occur in slender structures, which are common in the aerospace, civil and wind power domains. The widely used methods of linear modal analysis are invalid for the identifica",2024
27,https://openalex.org/W4323309960,research,2,-0.234307,HIGH PRECISION IDENTIFICATION METHOD OF MASS AND STIFFNESS MATRIX FOR SHEAR-TYPE FRAME TEST MODEL,"HIGH PRECISION IDENTIFICATION METHOD OF MASS AND STIFFNESS MATRIX FOR SHEAR-TYPE FRAME TEST MODEL. In the direct method of identifying the physical parameters of the shear-type frame structures through the frequencies and modes from the experimental modal analysis (EMA), the accuracy of the lumped mass depends on the initial mass, while the identified mass matrix and stiffness matrix are prone to",2023
28,https://openalex.org/W3126615636,research,14,-0.233703,Machine Learning Based Preprocessing to Ensure Validity of Cross-Correlated Ultrasound Signals for Time-of-Flight Measurements,"Machine Learning Based Preprocessing to Ensure Validity of Cross-Correlated Ultrasound Signals for Time-of-Flight Measurements. Abstract High precision ultrasonic time-of-flight measurement is a well known part of non-destructive evaluation used in many scientific and industrial applications, for example stress evaluation or defect detection. Although ultrasonic time-of-flight measurements are wid",2021
29,https://openalex.org/W4400996301,research,2,-0.232784,Research on Stock Price Prediction Model based on Clustering-Sliced LDA and Gaussian Process Regression,"Research on Stock Price Prediction Model based on Clustering-Sliced LDA and Gaussian Process Regression. Multi-factor prediction techniques based on machine learning models are crucial methods in the field of financial quantification. However, these methods often encounter challenges such as curse of dimensionality and unknown structural connections. To address these issues, this paper proposes an",2024
30,https://openalex.org/W3006039723,research,16,-0.231929,Data-driven Approach for the Development of a Finite Element Model for Composite Thin-walled Beam,"Data-driven Approach for the Development of a Finite Element Model for Composite Thin-walled Beam. To analyze the behavior of the thin-walled beams using one-dimensional beam finite elements, considering complex cross-sectional deformations happening on the beam section is important.When it comes to composite thin-walled beams, the accurate definition of shape functions that describe local cross-s",2019
31,https://openalex.org/W4410481586,research,14,-0.231799,"Compressed Sensing of Vibration Signal for Fault Diagnosis of Bearings, Gears, and Propellers Under Speed Variation Conditions","Compressed Sensing of Vibration Signal for Fault Diagnosis of Bearings, Gears, and Propellers Under Speed Variation Conditions. In the fields of fault diagnosis and structural health monitoring using sound and vibration, there is increasing interest in data compression techniques based on Compressed Sensing (CS). However, conventional CS approaches that use standard bases such as Fourier or wavele",2025
32,https://openalex.org/W4327506202,research,7,-0.231688,A method for reconstructing models of heat and mass transfer from the spatio-temporal distribution of parameters,"A method for reconstructing models of heat and mass transfer from the spatio-temporal distribution of parameters. An algorithm of the generative design method for reconstruction of heat transfer models from the available data is proposed. The method is applied to generate a partial differential equation describing the process of heating and evaporation of a metal, the surface of which is heated by",2022
33,https://openalex.org/W4221022185,research,12,-0.23166,A new multi-fidelity surrogate modelling method for engineering design based on neural network and transfer learning,"A new multi-fidelity surrogate modelling method for engineering design based on neural network and transfer learning. Purpose Compared with the low-fidelity model, the high-fidelity model has both the advantage of high accuracy, and the disadvantage of low efficiency and high cost. A series of multi-fidelity surrogate modelling method were developed to give full play to the respective advantages o",2022
34,https://openalex.org/W3117842935,research,7,-0.231356,A Machine Learning Based Hybrid Nonlinear Character Monitoring Approach For Compressor Blades Fault Diagnosis Using Blade Tip Timing Measurement,"A Machine Learning Based Hybrid Nonlinear Character Monitoring Approach For Compressor Blades Fault Diagnosis Using Blade Tip Timing Measurement. Compressor blades which are exposed to harsh working conditions in turbine engines will suffer from varying damage and complex faults inevitably. Thus, monitoring the blade dynamic condition instantaneously and effectively is essential for detecting init",2020
35,https://openalex.org/W7147307155,research,7,-0.231318,Experimental and Machine Learning-Enhanced Analysis of Vibration-Damping Cantilever Beams Based on Finite Element Simulation,"Experimental and Machine Learning-Enhanced Analysis of Vibration-Damping Cantilever Beams Based on Finite Element Simulation. With the growing demand for precise vibration control in modern engineering structures, cantilever beams enhanced by slot-hole geometry and damping materials have emerged as effective passive vibration mitigation solutions. However, the quantitative influence of slot parame",2025
36,https://openalex.org/W4385211967,research,7,-0.231296,Machine Learning-Aided Nonlinear Dynamic Analysis of Engineering Structures,"Machine Learning-Aided Nonlinear Dynamic Analysis of Engineering Structures. Abstract A machine learning (ML) technique was used to assist in the dynamic analysis of mixed geometric and material nonlinearities of real-life engineering structures. Various types of inputs of system properties were considered in the 3D dynamic geometric elastoplastic analysis, giving a series of realistic nonlinear d",2023
37,https://openalex.org/W4376643972,research,7,-0.231112,Sparse identification of Lagrangian for nonlinear dynamical systems via proximal gradient method,"Sparse identification of Lagrangian for nonlinear dynamical systems via proximal gradient method. The autonomous distillation of physical laws only from data is of great interest in many scientific fields. Data-driven modeling frameworks that adopt sparse regression techniques, such as sparse identification of nonlinear dynamics (SINDy) and its modifications, are developed to resolve difficulties",2023
38,https://openalex.org/W2906270673,research,14,-0.231109,Intelligent Diagnosis method for Multi-flaws of Roller Bearing by Time-Frequency Waveform Distribution and Extreme Learning Machine,Intelligent Diagnosis method for Multi-flaws of Roller Bearing by Time-Frequency Waveform Distribution and Extreme Learning Machine. This paper proposed a method for intelligent condition diagnosis of rotating machinery using the time-frequency waveform distribution (TFWD) and extreme learning machine (ELM). The precisely diagnosing method of single flaw and multi-flaws in a roller bearing are pro,2018
39,https://openalex.org/W7108073982,research,8,-0.231045,Prediction method of residual stress and deformation in belt grinding of thin-walled ring workpieces,"Prediction method of residual stress and deformation in belt grinding of thin-walled ring workpieces. Thin-walled ring workpieces have been widely used in many fields because of their light weight and compactness. However, due to the characteristics of poor rigidity and low strength, residual stress is inevitably generated during machining processes, which is prone to deformation. In this paper, a",2025
40,https://openalex.org/W7112591264,research,12,-0.230845,Numerical study of the imperial front wing considering ground effects,"Numerical study of the imperial front wing considering ground effects. This work presents a study on the application of Machine Learning (ML) strategies for the analysis and prediction of the mechanical behaviour of composite materials in aerospace engineering. These materials, due to their high strength-to-weight ratio and anisotropic properties, are widely used in aircraft structures. However, t",2025
41,https://openalex.org/W4387631054,research,7,-0.230658,Sparse Bayesian machine learning for the interpretable identification of nonlinear structural dynamics: Towards the experimental data-driven discovery of a quasi zero stiffness device,Sparse Bayesian machine learning for the interpretable identification of nonlinear structural dynamics: Towards the experimental data-driven discovery of a quasi zero stiffness device. Data-driven discovery of governing laws for complex nonlinear structural dynamic systems remains a challenging issue of paramount importance. This work addresses the above issue by leveraging the available noisy dat,2023
42,https://openalex.org/W4384651933,research,6,-0.230418,Comparative assessment for pressure field reconstruction based on physics-informed neural network,"Comparative assessment for pressure field reconstruction based on physics-informed neural network. In this paper, a physics-informed neural network (PINN) is used to determine pressure fields from the experimentally measured velocity data. As a novel method of data assimilation, PINN can simultaneously optimize velocity and solve pressure by embedding the Navier-Stokes equations into the loss func",2023
43,https://openalex.org/W3166836154,research,16,-0.230402,"Comparative analysis of methods to determine deflection in steel beams: theoretical analysis, finite element and experimental","Comparative analysis of methods to determine deflection in steel beams: theoretical analysis, finite element and experimental. This work makes a comparative study of two methods to determine deflection in steel beams: (a) Theoretical and (b) Finite element. For method (a) the solution of the differential equation associated with the modeling of the deflection of a beam is found, while for method (",2020
44,https://openalex.org/W4403602523,research,12,-0.230062,"Application of Linear Mixed-Effects Model, Principal Component Analysis, and Clustering to Direct Energy Deposition Fabricated Parts Using FEM Simulation Data","Application of Linear Mixed-Effects Model, Principal Component Analysis, and Clustering to Direct Energy Deposition Fabricated Parts Using FEM Simulation Data. The purpose of this study is to investigate the effects of toolpath patterns, geometry types, and layering effects on the mechanical properties of parts manufactured by direct energy deposition (DED) additive manufacturing using data analys",2024
45,https://openalex.org/W3101049663,research,1,-0.229503,Damage Identification and Quantification in Beams Using Wigner-Ville Distribution,"Damage Identification and Quantification in Beams Using Wigner-Ville Distribution. The paper presents the novel method of damage identification and quantification in beams using the Wigner-Ville distribution (WVD). The presented non-parametric method is characterized by high sensitivity to a local stiffness decrease due to the presence of damage, comparable with the sensitivity of the wavelet-base",2020
46,https://openalex.org/W4362458493,research,17,-0.229287,Refining the time-frequency characteristic of non-stationary signal for improving time-frequency representation under variable speeds,"Refining the time-frequency characteristic of non-stationary signal for improving time-frequency representation under variable speeds. Time-frequency ridge not only exhibits the variable process of non-stationary signal with time changing but also provides the information of signal synchronous or non-synchronous components for subsequent detection research. Consequently, the key is to decrease the",2023
47,https://openalex.org/W4413216101,research,7,-0.228956,Comparison of Real-Time Multivariate Dynamic Modeling Methods of Gas Turbine,"Comparison of Real-Time Multivariate Dynamic Modeling Methods of Gas Turbine. Abstract This paper presents methods for generating multivariate real-time models of jet engines in real-time by system identification method from experimental data. In this paper, multivariate real-time models of the engine have been built based on two main methods: transfer function and artificial neural network. The o",2025
48,https://openalex.org/W3173724856,research,14,-0.228789,Fault Diagnosis of Motor Bearings Based on a Convolutional Long Short-Term Memory Network of Bayesian Optimization,"Fault Diagnosis of Motor Bearings Based on a Convolutional Long Short-Term Memory Network of Bayesian Optimization. As the main driving equipment of modern industrial production activities, if a motor fails, it causes serious consequences. Bearings are the component with the highest motor failure frequency. It is of practical engineering significance to establish a high-precision algorithm diagnos",2021
49,https://openalex.org/W3130755177,research,12,-0.228654,On the Application of the Particle Swarm Optimization to the Inverse Determination of Material Model Parameters for Cutting Simulations,"On the Application of the Particle Swarm Optimization to the Inverse Determination of Material Model Parameters for Cutting Simulations. The manufacturing industry is confronted with increasing demands for digitalization. To realize a digital twin of the cutting process, an increase of the model reliability of the virtual representation becomes necessary. Thereby, different models are required to",2021
50,https://openalex.org/W4407851788,research,4,-0.228647,Irregular Micromotion Period Measurement: Reentry Boosters as a Case Study,Irregular Micromotion Period Measurement: Reentry Boosters as a Case Study. This work introduces the concept of irregular micromotion for the first time and proposes the first effective irregular micro-Doppler (m-D) period measurement using short-time similarity statistics and a Transformer-based neural network. The m-D period is one of the most important m-D features because it not only quantitat,2025
51,https://openalex.org/W4412164464,research,7,-0.228158,A Study of Reducing Analysis Time on Minimizing Detent Torque in Linear Motors Using Surrogate Model,"A Study of Reducing Analysis Time on Minimizing Detent Torque in Linear Motors Using Surrogate Model. The detent torque of a linear motor is an irregular torque fluctuation caused by the interaction between the magnets and the core, which can degrade the performance and efficiency of the system. This study presents a method that utilizes a neural network-based surrogate model to minimize the deten",2025
52,https://openalex.org/W4403211093,research,7,-0.228034,Machine Learning-Based VHF Lightning Radiation Sources Identification,"Machine Learning-Based VHF Lightning Radiation Sources Identification. Identifying the validity of the location result is an important step in lightning radiation source mapping, which can eliminate the interference of noise location results, retain the real radiation source, and obtain a clear and continuous lightning channel development map. The localization methods, such as electromagnetic time",2024
53,https://openalex.org/W4210696952,research,12,-0.227582,Modeling of Industrial Robot Kinematics Using a Hybrid Analytical and Statistical Approach,"Modeling of Industrial Robot Kinematics Using a Hybrid Analytical and Statistical Approach. Abstract Industrial robots are highly desirable in applications including manufacturing and surgery. However, errors in the modeling of the kinematics of robotic arms limit their positional accuracy in industrial applications. Specifically, analytical kinematic models of the robot arm suffer from errors in",2022
54,https://openalex.org/W4404758232,research,7,-0.227015,A Receiver Position Estimation Method Based on LSTM for Multi-Transmitter Single-Receiver Wireless Power Transfer Systems,A Receiver Position Estimation Method Based on LSTM for Multi-Transmitter Single-Receiver Wireless Power Transfer Systems. The multi-transmitter single-receiver wireless power transfer (MTSR-WPT) system has good tolerance for coil misalignment because the magnetic fields generated by multiple transmitters can be shaped to adapt to position changes in the receiver coil. In order to achieve magnetic,2024
55,https://openalex.org/W7111792724,research,12,-0.226844,Study of machine learning strategies for composite materials in aerospace engineering,"Study of machine learning strategies for composite materials in aerospace engineering. This work presents a study on the application of Machine Learning (ML) strategies for the analysis and prediction of the mechanical behaviour of composite materials in aerospace engineering. These materials, due to their high strength-to-weight ratio and anisotropic properties, are widely used in aircraft struct",2025
56,https://openalex.org/W3116269218,research,13,-0.226839,Model Order Reduction and Data-Driven Computational Modeling for Linear and Nonlinear Solids,"Model Order Reduction and Data-Driven Computational Modeling for Linear and Nonlinear Solids. Physics-based numerical simulation remains challenging as the complexity of todayâs high-fidelity models has dramatically increased. Model order reduction (MOR) and data-driven modeling, based on the emerging techniques of data learning and physical modeling, present a promising way to tackle the computat",2018
57,https://openalex.org/W4282915453,research,7,-0.226546,Difference of Convex Functions Programming With Machine-Learning Prior for the Imaging Problem in Electrical Capacitance Tomography,Difference of Convex Functions Programming With Machine-Learning Prior for the Imaging Problem in Electrical Capacitance Tomography. The electrical capacitance tomography technology has potential benefits for the process industry by providing visualization of material distributions. One of the main technical gaps and impediments that must be overcome is the low-quality tomogram. To address this pr,2022
58,https://openalex.org/W2556930732,research,1,-0.226216,Constrained sparse Galerkin regression,"Constrained sparse Galerkin regression. The sparse identification of nonlinear dynamics (SINDy) is a recently proposed data-driven modelling framework that uses sparse regression techniques to identify nonlinear low-order models. With the goal of low-order models of a fluid flow, we combine this approach with dimensionality reduction techniques (e.g. proper orthogonal decomposition) and extend it",2018
59,https://openalex.org/W4384341102,research,7,-0.226073,Soft Sensor Modeling for 3D Transient Temperature Field of Large-Scale Aluminum Alloy Workpieces Based on Multi-Loss Consistency Optimization PINN,Soft Sensor Modeling for 3D Transient Temperature Field of Large-Scale Aluminum Alloy Workpieces Based on Multi-Loss Consistency Optimization PINN. Uniform temperature distribution during quenching thermal treatment is crucial for achieving exceptional mechanical and physical properties of alloy materials. Accurate and rapid prediction of the 3D transient temperature field model of large-scale alu,2023
60,https://openalex.org/W4400943932,research,12,-0.225848,Inference of Constitutive Relation of Phase‐Separated Polymers by Integrating Physics‐Informed Neural Networks and Symbolic Regression,Inference of Constitutive Relation of Phase‐Separated Polymers by Integrating Physics‐Informed Neural Networks and Symbolic Regression. Abstract Harnessing data to discover the underlying constitutive relation of phase‐separated polymers can significantly advance the fabrication of high‐performance materials. This work introduces a novel data‐driven method to learn the constitutive equation of dif,2024
61,https://openalex.org/W4379472358,research,7,-0.225617,A Nonlinear Free Vibration Analysis of Functionally Graded Beams Using a Mixed Finite Element Method and a Comparative Artificial Neural Network,"A Nonlinear Free Vibration Analysis of Functionally Graded Beams Using a Mixed Finite Element Method and a Comparative Artificial Neural Network. Based on the Hamilton principle combined with the Timoshenko beam theory, the authors developed a mixed finite element (FE) method for the nonlinear free vibration analysis of functionally graded (FG) beams under combinations of simply supported, free, a",2023
62,https://openalex.org/W2990256761,research,12,-0.225574,Data-Driven Methods for Diagnostics of Rolling Element Bearings,Data-Driven Methods for Diagnostics of Rolling Element Bearings. This thesis focuses on the research and development of the data-driven methods used to diagnose rolling element bearings (REBs) and evaluates the software architectural design of these data-driven methods. REBs are vulnerable components in machinery. Vibration-based condition monitoring is a very popular methodology for monitoring th,2019
63,https://openalex.org/W4319869887,research,1,-0.225273,Orthogonal Wavelet Transform-Based Gaussian Mixture Model for Bearing Fault Diagnosis,"Orthogonal Wavelet Transform-Based Gaussian Mixture Model for Bearing Fault Diagnosis. The Gaussian mixture model (GMM) is an unsupervised clustering machine learning algorithm. This procedure involves the combination of multiple probability distributions to describe different sample spaces. Principally, the probability density function (PDF) plays a paramount role by being transformed into local",2023
64,https://openalex.org/W4386121302,research,7,-0.225217,Diagnostics of Bolted Joints in Vibrating Screens Based on a Multi-Body Dynamical Model,"Diagnostics of Bolted Joints in Vibrating Screens Based on a Multi-Body Dynamical Model. The condition-based maintenance of vibrating screens requires new methods of their elements' diagnostics due to severe disturbances in measured signals from vibrators and falling pieces of material. The bolted joints of the sieving deck, when failed, require a lot of time and workforce for repair. In this rese",2023
65,https://openalex.org/W4403240731,research,9,-0.22513,Application of Machine Learning Methods to Analyze the Dependence of Vibration Acceleration Signals on the Tightening Forces of Bolted Connections,Application of Machine Learning Methods to Analyze the Dependence of Vibration Acceleration Signals on the Tightening Forces of Bolted Connections. The article is devoted to the application of machine learning methods for the analysis of vibration acceleration signals in bolted joints that occur under impact. The relevance of the work is due to the need to ensure the reliability and operability of,2024
66,https://openalex.org/W4400610135,research,12,-0.225102,Parametric analysis on explosion resistance of composite with finite element and artificial neural network,"Parametric analysis on explosion resistance of composite with finite element and artificial neural network. To analyze the factors influencing the explosion resistance of composite laminates subjected to explosive blasts in air, a finite element analysis (FEA) model was utilized. The out-of-plane displacement of composite laminates under far-field airborne explosions could be accurately simulated",2024
67,https://openalex.org/W3213393577,research,16,-0.225067,Nonlinear Model Updating in Structural Dynamics,"Nonlinear Model Updating in Structural Dynamics. Identification of nonlinear structural dynamics has received a significant attention during last decades. Yet, there are many aspects of the identification methods of nonlinear structural models to be improved. The main objective of this study is to introduce novel identification approaches for nonlinear structures. The first step in identifying non",2021
68,https://openalex.org/W4380442219,research,7,-0.22488,A temporal-spatiotemporal domain transformation-based modeling method for nonlinear distributed parameter systems,A temporal-spatiotemporal domain transformation-based modeling method for nonlinear distributed parameter systems. Abstract Complex nonlinear distributed parameter systems (DPSs) exist widely in advanced industrial thermal processes. The modeling of such highly nonlinear systems is a challenge for traditional time/space-separation-based methods since they employ linear methods for the model reduct,2023
