rank,doc_id,corpus_type,assigned_sdg,projection_score,title,text_preview,source_doc_or_year
22,sdgi_04793_0,policy,17,0.449143,,"| SECOND VOLUNTARY NATIONAL REVIEW REPORT ON THE IMPLEMENTATION OF THE SUSTAINABLE DEVELOPMENT GOALS - JUNE, 2020 .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 72 4.16 PROMOTE PEACEFUL AND INCLUSIVE SOCIETIES FOR SUSTAINABLE DEVELOPMENT, PROVIDE ACCESS TO JUSTICE FOR ALL AND B",sdgi_KEN_VNR_2020
23,sdgi_01323_0,policy,4,0.449055,,"S 41 GOAL 4: ENSURE INCLUSIVE AND EQUITABLE QUALITY EDUCATION AND PROMOTE LIFELONG LEARNING OPPORTUNITIES FOR ALL There has been an increase in enrolment at all levels of education over the past three years. In the Mainland, the total enrolment of pupils in Standards I-VII increased from 8,639,202 (4,265,714 male and 4,373,488 female) pupils in year 2016 to 10,111,671 (5,046,571 male and 5,065,100",sdgi_TZA_VNR_2019
24,sdgi_00278_7,policy,1,0.448503,,"The Government of the ARP has also drafted the Sustainable Development Plan - ""Principe 2030"", which includes actions aimed at climate change resilience. The Government of STP is very sensitive to the problem of poverty in the country, precisely because of this, it has paid attention to poverty reduction programs, having allocated to them, in 2016, more than half of the external resources (53%) an",sdgi_STP_VNR_2022
25,sdgi_00822_0,policy,3,0.448388,,"39 40 SDG 3: Good Health and Well-Being Ensure Healthy Lives and Promote Well-being for All at All ages Fiji’s priority targets for SDG 3 are: Target 3.1 – By 2030, reduce the global maternal mortality ratio to less than 70 per 100,000 live births Target 3.2 - By 2030, end preventable deaths of new-borns and children under 5 years of age, with all countries aiming to reduce neonatal mortality to a",sdgi_FJI_VNR_2023
26,sdgi_04788_2,policy,16,0.448079,,"It was established to strengthen human rights principles and their protection in the Kingdom. It is worth noting that the Centre has full membership in the SCA linked to the International Coalition for National Human Rights Centres associated with the UN after receiving A-status from the 16.1.1 Number of victims of intentional homicide per 100,000 population, by sex and age 2020 2016 Adult Female",sdgi_JOR_VNR_2022
27,sdgi_03646_0,policy,17,0.447921,,"| SECOND VOLUNTARY NATIONAL REVIEW REPORT ON THE IMPLEMENTATION OF THE SUSTAINABLE DEVELOPMENT GOALS - JUNE, 2020 .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 66 4.12 ENSURE SUSTAINABLE CONSUMPTION AND PRODUCTION PATTERNS Indicator 12.1.1: Number of countries with sustainable",sdgi_KEN_VNR_2020
28,sdgi_04621_7,policy,17,0.447665,,"And, in 2020, in continuation of the achievements started in the previous year, the government has invested in constructions and training of public security agents, and has intensified the project for monitoring via video, besides the renewal of the Military Police fleet. It has been invested a total sum of R$2.8 billion, in 2019, and R$2.9billion, in 2020, 3.6% more in expenses in the field of pu",sdgi_BRA_VLR_pará_2021
29,sdgi_04988_4,policy,17,0.447171,,"• Better education and research opportunities. Improved quality of education and expansion of research opportunities are directly linked to the SDG 2030 Agenda and particularly SDGs 3.b, 4, 7.a, 9.5, 9.b, 14.a and 17. • Strengthened democracy and human rights. Some of CEPA obligations refer to strengthening of democracy, equal justice, establishment of impartial, accountable and inclusive institut",sdgi_ARM_VNR_2020
30,sdgi_01520_27,policy,5,0.446939,,"Actions by the EU and its Member States are mutually supportive and are coordinated to ensure complementarity and a positive impact in support of the SDGs. In addition to acting together with the EU through joint programming and Team Europe Initiatives, Member States carry out their own projects in support of the 2030 Agenda including SDG 5, such as the following illustrative initiatives. 77Progre",sdgi_EU_VNR_2023
31,UN_SDG_Progress_Report_2021_0186,policy,17,0.445917,,"on health and other areas and by highlighting the human rights implications of the crisis. They have also combated the spread of inaccurate and misleading information and worked to protect vulnerable groups. In 2020, 82 countries had independent NHRIs that successfully achieved compliance with international standards, a 17 per cent improvement from 2015. One in three LDCs now have 70 an internatio",UN_SDG_Progress_Report_2021
32,UN_SDG_Progress_Report_2019_0163,policy,17,0.443665,,"the status of national institutions (the Paris Principles) must be World 60 accelerated. In 2018, only 39 per cent of all countries had successfully 39 achieved compliance; an increase of 3 per cent (7 countries) from 0 20 40 60 80 100 2015. If growth continues at the same rate, by 2030 only around half NHRIs that have applied NHRIs that are compliant of all countries will have compliant NHRIs to",UN_SDG_Progress_Report_2019
33,sdgi_00310_12,policy,1,0.442727,,"VOLUNTARY NATIONAL REVIEW 2023 ON THE IMPLEMENTATION 35 OF THE SUSTAINABLE DEVELOPMENT GOALS epidemic with a total budget of almost VND 104.5 trillion through cash payments or through direct and indirect policies 22. In general, in recent years, social assistance regimes and policies keep being expanded in terms of bene""ciaries, are implemented for the right purposes, to the right target groups in",sdgi_VNM_VNR_2023
34,OECD_2022_Global_Outlook_on_Financing_for_Sustainable_Development_2023_No_Sustainability_Without_Equity_0228,policy,13,0.442465,," 123 with the goals of the Paris Agreement on climate change (OECD, 2021 ). Their declaration recognised [165] the key role played by ODA and other official resources to achieve the Paris Agreement objectives and committed to scaling up finance for climate adaptation. Since the start of the pandemic, official providers have also made numerous commitments in global health, such as the G20 leaders'",OECD_2022_Global_Outlook_on_Financing_for_Sustainable_Development_2023_No_Sustainability_Without_Equity
35,sdgi_04303_5,policy,15,0.442307,,"TARGET 15.1 By 2020, ensure the conservation, restoration and sustainable use of terrestrial and inland freshwater ecosystems and their services, in particular forests, wetlands, mountains and drylands, in line with obligations under international agreements. CITY INDICATORS FOR MONITORING THE SDG TARGETS Indicador 15.1.1: Number of protected hectares in the City Baseline and year Most recent valu",sdgi_ARG_VLR_buenos_aires_2022
36,sdgi_03446_7,policy,11,0.442277,,"This is being implemented in collaboration with the informal sector and business community. The Government is committed to further enhancing the quality of life and developmental potential of the Grenadines and is working with the private sector and NGOs in those islands. The Canouan investors, the Mustique Company and a host of environmental NGOs on Union Island have continued to support educatio",sdgi_VCT_VNR_2020
37,SDSN_Sustainable_Development_Report_2025_0069,policy,6,0.44185,,"PART 2 - THE SDG INDEX AND DASHBOARDS Figure 2.8 2025 SDG dashboards for OECD countries (levels and trends) DECENT INDUSTRY, RESPONSIBLE PEACE, GOOD HEALTH CLEAN WATER AFFORDABLE WORK AND INNOVATION SUSTAINABLE CONSUMPTION LIFE JUSTICE PARTNERSHIPS NO ZERO AND QUALITY GENDER AND AND CLEAN ECONOMIC AND REDUCED CITIES AND AND CLIMATE BELOW LIFE AND STRONG FOR THE POVERTY HUNGER WELL-BEING EDUCATION",SDSN_Sustainable_Development_Report_2025
38,ungdc_003640,policy,17,0.441018,,"The net effect of COVID-19 has resulted in job losses, export and other revenue decline, and development priorities put on hold, as I outline last July in our first ever Voluntary National Review Report on the implementation of our 2030 Agenda on Sustainable Development to the High-Level Political Forum. We have re-opened the economy for business to resume operations and invested in an economic st",ungdc_PNG_75_2020
39,sdgi_03404_2,policy,11,0.440914,,"It is anticipated that over the next five years, these places can grow using sustainable practices and methods. The City Authorities will contribute to the promotion of affordable land and housing by 25 percent of population having access to such, stabilisation of the population growth at 0.2 percent, decline of law and order issues at the community level by 55 percent, and the growth of business",sdgi_PNG_VNR_2020
40,sdgi_01967_9,policy,6,0.440759,,"The country is currently developing a Draft Wetlands policy which will ensure protection of such important sites. There has been an increase in poor utilization of wetlands since 2019. For instance, Emaswati has constructed houses in such lands and the diverse plants has been improperly harvested for commercial purposes. The country needs to speed up the attempt of devising a strategy to protect t",sdgi_SWZ_VNR_2022
41,sdgi_01004_7,policy,4,0.44074,,"24 The following is a selection of the indicators defined for monitoring SDG 4. The full list is provided in the Annex to this document. Some indicators do not present 2020 values due to compliance with national and jurisdictional regulations for Promotion and Evaluation during the pandemic (Res. CFE N° 368/2020 and Res. 2015/2020 ME-GCABA). Likewise, the indicators declared in this report may reg",sdgi_ARG_VLR_buenos_aires_2022
42,sdgi_03136_2,policy,10,0.439689,,"Between September 2022 and September 2023, the eligibility threshold will increase by 12% ASSESSMENT OF PROGRESS IN THE AUTONOMOUS REGIONS OVERALL EVALUATION The assessment of SDG 10 for the national island regions is analytically undermined, to a certain extent, by the lack of indicators broken down at NUTS II level in this feld. Figure 43 – Compensation of employees in gross value added in the a",sdgi_PRT_VNR_2023
43,sdgi_03293_0,policy,11,0.439567,,"!""#$%&'()*(+!,+- ,./01.12343562*67*481294*:;<;*429*3=1* >?>34524@01*91A106/.123*8640>*52*B6>254*429*C1DE186A524 !! SDG 11. MAKING CITIES AND HUMAN SETTLEMENTS INCLUSIVE, SAFE, RESILIENT, AND SUSTAINABLE BiH is composed of 145 local government units, comprising municipalities and cities. Among these, 79 are located in the FBiH, 65 in the RS, and one in the BD BiH. Notably, several cities such as Sa",sdgi_BIH_VNR_2023
44,sdgi_04795_0,policy,16,0.439464,,"SDG 084 16. PEACE, JUSTICE & STRONG INSTITUTIONS Government Efectiveness, Accountability and Political Stability(WGI) 75 percentiles 19/100,000 80% Intentional Homicide per 100,000 % of Women Victims in Domestic Violence Incidents National Security Budget as % of GDP (2019/20) SDG 16: Peace, Justice, and Strong Institutions Promote peaceful and inclusive societies for sustainable development, prov",sdgi_KNA_VNR_2023
45,sdgi_00932_2,policy,3,0.439417,,"However, indicators on TB and immunisation coverage pose significant challenges. HIV and AIDS prevalence was substantially reduced to 0.65 percent in 2014 but has increased to 0.9 percent in 2018, nearing generalised epidemic status, although testing and treatment have been significantly scaled up. With the onslaught of the COVID-19 global pandemic, PNG will have to build and strengthen its rapid",sdgi_PNG_VNR_2020
46,sdgi_05190_1,policy,17,0.439244,,"17.9 Sweden has increased its support for capacity building in developing countries to implement all the SDGs. For example, Sida has a new strategy for capacity development. 17.10–17.12 Sweden promotes and safeguards free, open, and fair trade and actively promotes the participation of developing countries in world trade. Sweden worked to counter increased protectionism and trade barriers in the l",sdgi_SWE_VNR_2021
47,sdgi_03425_14,policy,11,0.439164,,"Source: Slovak Hydrometeorological Institute Share of PM2,5 emmissions by sector, 2020 Goal 11: Sustainable cities and communities 113 876543210 2015 2016 2017 2018 2019 2020 % of population Population reporting occurrence of crime, violence or vandalism in their area Source: Eurostat, online data code: SDG_16_20 11.7 11.7.2 By 2030, provide universal access to safe, inclusive and accessible, gree",sdgi_SVK_VNR_2023
48,sdgi_00998_0,policy,3,0.438672,,"Ensure healthy lives and promote well-being for all at all ages SDG 3 represents beter health for people everywhere. Everyone should be protected against disease, and have access to quali healthcare services and medicaton, without experiencing fnancial hardship. —— 3.1.2 —— Proporton of births atended by skilled health personnel A comparison of 2021 and 2022 shows that the skilled birth atendance",sdgi_ZMB_VNR_2023
49,sdgi_00970_0,policy,3,0.438578,,"High-Level Political Forum on Sustainable Development 25 4.3-SDG3: Ensure healthy lives and promote wellbeing for all at all ages It is the Government’s vision to ensure a performing, accessible and equitable health system able to give meaning to the right to access health services for all, especially for the vulnerable groups. With an average of 50% households caring for themselves, health facili",sdgi_TGO_VNR_2017
50,sdgi_00579_2,policy,2,0.437798,,This will hopefully contribute to the improvement of the situation in two indicators foreseen in this SDG and which were registered for the frst time in statistical terms. ASSESSMENT OF PROGRESS IN THE AUTONOMOUS REGIONS AUTONOMOUS REGION OF AZORES The main planning instruments and policy measures highlighted by the Government of the ARA are:  Implementation of the food donation measure for the m,sdgi_PRT_VNR_2023
51,OECD_2022_Global_Outlook_on_Financing_for_Sustainable_Development_2023_No_Sustainability_Without_Equity_0016,policy,17,0.437719,, 11 LMIC Lower middle-income country MDB Multilateral development bank ODA Official development assistance ODF Official development finance OOF Other official flows PDB Public development bank PPG Public and publicly guaranteed SDG Sustainable Development Goal SDR Special Drawing Rights SIDS Small island developing states TOSSD Total Official Support for Sustainable Development UMIC Upper middle-,OECD_2022_Global_Outlook_on_Financing_for_Sustainable_Development_2023_No_Sustainability_Without_Equity
52,ungdc_004276,policy,3,0.43766,,"On another note, in the fight against HIV and AIDS, Eswatini has continued to employ all means possible to stop the spread of the virus even during this critical time in history. This is evidenced by the achievement of the UNAIDS goal of 95-95- 95, which summarily means 95 percent of people with HIV identified, 95 percent of people with HIV on treatment, and 95 percent of people on treatment viral",ungdc_SWZ_76_2021
53,sdgi_04898_11,policy,16,0.437563,,"Reform of the system of internal afairs bodies has enabled the following achievements: y decrease in the number of sexual violence cases (number of victims of rape in the last 12 months decreased from 0.72 persons per 100,000 in 2015 to 0.46 persons in 2018), including due to higher efciency of preventive activities; y reduction in illicit trafcking of weapons, ammunition and explosive materials:",sdgi_UKR_VNR_2020
54,OECD_2022_SDGs_in_the_Balance_2022_0108,policy,17,0.437401,,"continue on the trajectory towards every human being, current and future, Targets are shown by goal, and goals sustainable development. Experience and thus improving well-being in a are clustered by the ""5Ps"" of the 2030 in the OECD area over the past three FIGURE 1: OECD countries' average distance from achieving SDG targets Goals 1: Eradicate poverty PARTNERSHIP 2: Food E 3: Health A C E P 4: Ed",OECD_2022_SDGs_in_the_Balance_2022
55,ungdc_003206,policy,13,0.43717,,"At a time when 13 people lose their lives every minute owing to air pollution and when global warming threatens our very future, we cannot afford to remain indifferent. First and foremost, we need to strengthen the capacity and efficiency of the United Nations. In particular, we should immediately carry out much- needed fundamental reforms of the Security Council, in line with the principles of ju",ungdc_TUR_74_2019
56,sdgi_00245_7,policy,6,0.436789,,)Ζ*85(3RSXODWLRQFRYHUHGE\\VRFLDOSURWHFWLRQIORRUVV\\VWHPV 6RXUFHV16Ζ2DQG3HRSOHȇV 'DLO\\ 39+66SURJUDPPH 1DWLRQDO+RPH*URZQ6FKRRO)HHGLQJ3URJUDPPH 8QHPSOR\\PHQWJUDGXDWHGDWDEDVHV &DVK7UDQVIHU3URJUDPPH 53 A Second Voluntary National Review June 2020 The proxy used for basic services is access to improved sanitation services (Indicator 1.4.1a) and improved water sources (indicator 1.4.1b). The baseline figure,sdgi_NGA_VNR_2020
57,SDSN_Sustainable_Development_Report_2025_1532,policy,10,0.436576,,. . . . . 7 3 1 3 1 2 2 2 2 2 2 2 0 0 0 0 0 0 2 2 2 2 2 2 3 2 3 2 0 2 • • • • • • D A A A A A Y Ex ie p ld o r g ts a p o f c h lo a s z u a r r e d o (% us o p f e p s o ti t c e id n e ti s a l ( t y o ie n l n d e ) s per million population) 7 4 6 5 . . 2 2 2 2 0 0 2 2 3 2 • • • • S G Pa D in lm i G c a 1 o r e 0 a f t f i - i o c i R en e t duced Inequalities 25 1 . .,SDSN_Sustainable_Development_Report_2025
58,sdgi_04856_0,policy,16,0.436256,,"99 TARGETS EVOLUTION 16.1 Signifcantly reduce all forms of violence and related death rates everywhere 16.2 End abuse, exploitation, traffcking and all forms of violence and torture against children 16.3 Promote the rule of law and ensure equal access to justice 16.4 Signifcantly reduce illicit fnancial and arms fows, strengthen the recovery and return of stolen assets and combat all forms of orga",sdgi_PRT_VNR_2023
59,sdgi_01854_7,policy,12,0.435926,,"This objective aims to foster sustainable development and efficient management of natural resources, such as water, soil and air, including by reducing dependency on chemicals. NextGenerationEU, with an investment plan of more than EUR 800 billion, contributes to protecting the natural environment and achieving SDG 6. This includes improving water quality in rivers and seas and reducing waste and",sdgi_EU_VNR_2023
60,sdgi_01936_0,policy,6,0.435848,,"33 Safe water and sanitation and sustainable management of freshwater ecosystems are essential for human and environmental well-being, economic prosperity, and social integration. Water and sanitation are recognized by the United Nations as among the core human rights. SDG 6 commits to completing the unfinished work of the MDGs for sanitation and to achieving a higher ambition for water – safe, af",sdgi_PLW_VNR_2019
61,SDSN_Sustainable_Development_Report_2025_1102,policy,8,0.435558,,"2 82 2 0 0 2 2 3 1 • • D A E P x e p rs r o o n p s r i h at e io ld n i s n a p re ri s la o w n f ( u p l e a r n 1 d 0 a 0 d ,0 e 0 q 0 u p a o te p ly u l c a o ti m on p ) ensated (worst 0-1 best) 16 N 5. A 52 N 02 A 2 • • A • SDG8 - Decent Work and Economic Growth SDG17 - Partnerships for the Goals Adjusted GDP growth index (worst 0-100 best) 72.72023 • • Government spending on health and ed",SDSN_Sustainable_Development_Report_2025
62,sdgi_04942_0,policy,17,0.435443,,"130 17.2 (and 17.3 and 17.5) Municipal commitment with 0.7% for international cooperation 17.6 and 17.7 are considered to be part of target 9.b 17.9 (and 17.1 and 17.8) Develop international cooperation with regard to training and institutional improvement for the implementation of the SDGs 17.14 From 2021, all municipal government actions must have reports concerning their impact on the 2030 Agen",sdgi_ESP_VLR_barcelona_2021
63,UN_AI_Advisory_Body_Final_Report_2024_0116,policy,17,0.434917,,"122 The standards exchange should also inform the C. Common benefits capacity-building work in recommendation 4, ensuring that the standards support practice on 124 The 2030 Agenda with its 17 SDGs can lend a unique the ground. It could share information about tools purpose to AI, bending the arc of investments away developed nationally or regionally that enable self- from wasteful and harmful use",UN_AI_Advisory_Body_Final_Report_2024
64,UN_SDG_Progress_Report_2023_0226,policy,17,0.434744,,16 Office of the Special Representative of the Secretary-General on Violence Against Children Goal 4 Quality education..................................................2 0 Office of the United Nations High Commissioner for Human Rights (OHCHR) Office of the United Nations High Commissioner for Refugees (UNHCR) Goal 5 Gender equality ...................................................2 2 Organisati,UN_SDG_Progress_Report_2023
65,sdgi_03223_2,policy,11,0.434241,,"The few indicators for this SDG that have decreased are also closely linked to the pandemic. In 2020, the amount of travel decreased and, logically, so too the technical exchanges of the international cooperation programme. It remains to be seen whether this trend will become consolidated over the coming years or is simply a one-off event. In order to defend the right to a decent home for all peop",sdgi_ESP_VLR_barcelona_2021
66,SDSN_Sustainable_Development_Report_2024_0121,policy,17,0.434123,,"Sustainable Development Report 2024 The SDGs and the UN Summit of the Future 3. Government Support preceding two full years."" The UN Fifth Committee Sweden). Box. 3.2 discusses and compares the evolution maintains a list of countries subject to the provisions of of expenditure on international solidarity and military Article 19, all of which are assigned a value of 0 on this expenditure since the",SDSN_Sustainable_Development_Report_2024
67,sdgi_00931_13,policy,13,0.433754,,"Improving quality and reach  Adopt internationally validated best practices to strengthen tobacco, alcohol, and substance abuse services.  Change social norms around tobacco and alcohol.  Strengthen law enforcement measures to control the import of illicit drugs (see SDG 16). Building resilience  Address the health impacts of climate change including the increasing risk of vector borne disease",sdgi_PLW_VNR_2019
68,sdgi_00821_0,policy,3,0.433493,,26 | VOLUNTARY NATIONAL REVIEW • FIJI’S PROGRESS IN THE IMPLEMENTATION OF THE SUSTAINABLE DEVELOPMENT GOALS SDG 3: GOOD HEALTH AND WELL-BEING Ensure healthy lives and promote well-being for all at all ages Overview The 2013 Constitution of the Republic of Fiji mandates that the Fijian Government works to realise the right to good health and well-being for every Fijian. The National Development Pla,sdgi_FJI_VNR_2019
69,sdgi_01307_1,policy,4,0.43344,,"It currently stands at 67.8 percent from 74 percent in 2019. Even though completion rates are improving, it is evident that most of the students who start primary education never make it to the final grades of lower secondary education level and this is a major concern for the country. 43 CHAPTER FOUR Source: Annual Education Census reports Figure 22: ECCDE Enrolment Rate 0 20 40 60 80 100 120 Nat",sdgi_SWZ_VNR_2022
70,SDSN_Sustainable_Development_Report_2024_0071,policy,6,0.433359,,"PART 2 - THE SDG INDEX AND DASHBOARDS Figure 2.9 2024 SDG dashboards for OECD countries (levels and trends) DECENT INDUSTRY, RESPONSIBLE PEACE, GOOD HEALTH CLEAN WATER AFFORDABLE WORK AND INNOVATION SUSTAINABLE CONSUMPTION LIFE JUSTICE PARTNERSHIPS NO ZERO AND QUALITY GENDER AND AND CLEAN ECONOMIC AND REDUCED CITIES AND AND CLIMATE BELOW LIFE AND STRONG FOR THE POVERTY HUNGER WELL-BEING EDUCATION",SDSN_Sustainable_Development_Report_2024
